fecha,sku,categoria,sector,demanda_real,precio_unitario,ingresos,stock_disponible,quiebre_stock,campaña,producto
2021-08-22,MICRO_CORR_1,Micro-corrugado,Farmacéutico,40,0.7,27.98,1178,0,0,Micro-corrugado - MICRO_CORR_1
2021-08-23,MICRO_CORR_1,Micro-corrugado,Farmacéutico,38,0.7,26.66,1905,0,0,Micro-corrugado - MICRO_CORR_1
2021-08-24,MICRO_CORR_1,Micro-corrugado,Farmacéutico,43,0.7,30.22,514,0,0,Micro-corrugado - MICRO_CORR_1
2021-08-25,MICRO_CORR_1,Micro-corrugado,Farmacéutico,47,0.7,32.71,1495,0,0,Micro-corrugado - MICRO_CORR_1
2021-08-26,MICRO_CORR_1,Micro-corrugado,Farmacéutico,52,0.7,36.66,820,0,0,Micro-corrugado - MICRO_CORR_1
2021-08-27,MICRO_CORR_1,Micro-corrugado,Farmacéutico,63,0.7,44.28,1367,0,0,Micro-corrugado - MICRO_CORR_1
2021-08-28,MICRO_CORR_1,Micro-corrugado,Farmacéutico,45,0.7,31.85,1070,0,0,Micro-corrugado - MICRO_CORR_1
2021-08-29,MICRO_CORR_1,Micro-corrugado,Farmacéutico,38,0.7,26.5,1552,0,0,Micro-corrugado - MICRO_CORR_1
2021-08-30,MICRO_CORR_1,Micro-corrugado,Farmacéutico,48,0.7,33.58,1577,0,0,Micro-corrugado - MICRO_CORR_1
2021-08-31,MICRO_CORR_1,Micro-corrugado,Farmacéutico,54,0.7,37.87,755,0,0,Micro-corrugado - MICRO_CORR_1
2021-09-01,MICRO_CORR_1,Micro-corrugado,Farmacéutico,68,0.7,47.44,1320,0,0,Micro-corrugado - MICRO_CORR_1
2021-09-02,MICRO_CORR_1,Micro-corrugado,Farmacéutico,78,0.7,54.4,1080,0,0,Micro-corrugado - MICRO_CORR_1
2021-09-03,MICRO_CORR_1,Micro-corrugado,Farmacéutico,75,0.7,52.72,1499,0,0,Micro-corrugado - MICRO_CORR_1
2021-09-04,MICRO_CORR_1,Micro-corrugado,Farmacéutico,43,0.7,30.28,1574,0,0,Micro-corrugado - MICRO_CORR_1
2021-09-05,MICRO_CORR_1,Micro-corrugado,Farmacéutico,41,0.7,28.82,1246,0,0,Micro-corrugado - MICRO_CORR_1
2021-09-06,MICRO_CORR_1,Micro-corrugado,Farmacéutico,58,0.7,40.38,1662,0,0,Micro-corrugado - MICRO_CORR_1
2021-09-07,MICRO_CORR_1,Micro-corrugado,Farmacéutico,63,0.7,44.33,1182,0,0,Micro-corrugado - MICRO_CORR_1
2021-09-08,MICRO_CORR_1,Micro-corrugado,Farmacéutico,39,0.7,27.37,1153,0,0,Micro-corrugado - MICRO_CORR_1
2021-09-09,MICRO_CORR_1,Micro-corrugado,Farmacéutico,27,0.7,19.01,1235,0,0,Micro-corrugado - MICRO_CORR_1
2021-09-10,MICRO_CORR_1,Micro-corrugado,Farmacéutico,31,0.7,21.97,1233,0,0,Micro-corrugado - MICRO_CORR_1
2021-09-11,MICRO_CORR_1,Micro-corrugado,Farmacéutico,27,0.7,18.74,807,0,0,Micro-corrugado - MICRO_CORR_1
2021-09-12,MICRO_CORR_1,Micro-corrugado,Farmacéutico,28,0.7,19.28,625,0,0,Micro-corrugado - MICRO_CORR_1
2021-09-13,MICRO_CORR_1,Micro-corrugado,Farmacéutico,44,0.7,30.98,1224,0,0,Micro-corrugado - MICRO_CORR_1
2021-09-14,MICRO_CORR_1,Micro-corrugado,Farmacéutico,47,0.7,33.15,621,0,0,Micro-corrugado - MICRO_CORR_1
2021-09-15,MICRO_CORR_1,Micro-corrugado,Farmacéutico,48,0.7,33.32,852,0,0,Micro-corrugado - MICRO_CORR_1
2021-09-16,MICRO_CORR_1,Micro-corrugado,Farmacéutico,69,0.7,48.07,905,0,0,Micro-corrugado - MICRO_CORR_1
2021-09-17,MICRO_CORR_1,Micro-corrugado,Farmacéutico,63,0.7,43.97,1436,0,0,Micro-corrugado - MICRO_CORR_1
2021-09-18,MICRO_CORR_1,Micro-corrugado,Farmacéutico,56,0.7,39.46,1885,0,0,Micro-corrugado - MICRO_CORR_1
2021-09-19,MICRO_CORR_1,Micro-corrugado,Farmacéutico,58,0.7,40.6,1086,0,0,Micro-corrugado - MICRO_CORR_1
2021-09-20,MICRO_CORR_1,Micro-corrugado,Farmacéutico,89,0.7,62.13,1941,0,0,Micro-corrugado - MICRO_CORR_1
2021-09-21,MICRO_CORR_1,Micro-corrugado,Farmacéutico,92,0.7,64.58,901,0,0,Micro-corrugado - MICRO_CORR_1
2021-09-22,MICRO_CORR_1,Micro-corrugado,Farmacéutico,68,0.7,47.88,652,0,0,Micro-corrugado - MICRO_CORR_1
2021-09-23,MICRO_CORR_1,Micro-corrugado,Farmacéutico,58,0.7,40.29,1741,0,0,Micro-corrugado - MICRO_CORR_1
2021-09-24,MICRO_CORR_1,Micro-corrugado,Farmacéutico,57,0.7,39.88,1177,0,0,Micro-corrugado - MICRO_CORR_1
2021-09-25,MICRO_CORR_1,Micro-corrugado,Farmacéutico,49,0.7,34.29,607,0,0,Micro-corrugado - MICRO_CORR_1
2021-09-26,MICRO_CORR_1,Micro-corrugado,Farmacéutico,47,0.7,33.09,875,0,0,Micro-corrugado - MICRO_CORR_1
2021-09-27,MICRO_CORR_1,Micro-corrugado,Farmacéutico,56,0.7,39.23,1794,0,0,Micro-corrugado - MICRO_CORR_1
2021-09-28,MICRO_CORR_1,Micro-corrugado,Farmacéutico,62,0.7,43.09,1733,0,0,Micro-corrugado - MICRO_CORR_1
2021-09-29,MICRO_CORR_1,Micro-corrugado,Farmacéutico,63,0.7,44.18,864,0,0,Micro-corrugado - MICRO_CORR_1
2021-09-30,MICRO_CORR_1,Micro-corrugado,Farmacéutico,54,0.7,37.95,644,0,0,Micro-corrugado - MICRO_CORR_1
2021-10-01,MICRO_CORR_1,Micro-corrugado,Farmacéutico,53,0.7,37.04,685,0,0,Micro-corrugado - MICRO_CORR_1
2021-10-02,MICRO_CORR_1,Micro-corrugado,Farmacéutico,41,0.7,28.68,563,0,0,Micro-corrugado - MICRO_CORR_1
2021-10-03,MICRO_CORR_1,Micro-corrugado,Farmacéutico,33,0.7,22.9,1360,0,0,Micro-corrugado - MICRO_CORR_1
2021-10-04,MICRO_CORR_1,Micro-corrugado,Farmacéutico,48,0.7,33.52,1712,0,0,Micro-corrugado - MICRO_CORR_1
2021-10-05,MICRO_CORR_1,Micro-corrugado,Farmacéutico,52,0.7,36.42,1186,0,0,Micro-corrugado - MICRO_CORR_1
2021-10-06,MICRO_CORR_1,Micro-corrugado,Farmacéutico,46,0.7,32.14,1580,0,0,Micro-corrugado - MICRO_CORR_1
2021-10-07,MICRO_CORR_1,Micro-corrugado,Farmacéutico,51,0.7,35.44,1462,0,0,Micro-corrugado - MICRO_CORR_1
2021-10-08,MICRO_CORR_1,Micro-corrugado,Farmacéutico,62,0.7,43.44,860,0,0,Micro-corrugado - MICRO_CORR_1
2021-10-09,MICRO_CORR_1,Micro-corrugado,Farmacéutico,39,0.7,26.96,1482,0,0,Micro-corrugado - MICRO_CORR_1
2021-10-10,MICRO_CORR_1,Micro-corrugado,Farmacéutico,40,0.7,27.87,540,0,0,Micro-corrugado - MICRO_CORR_1
2021-10-11,MICRO_CORR_1,Micro-corrugado,Farmacéutico,50,0.7,34.73,1016,0,0,Micro-corrugado - MICRO_CORR_1
2021-10-12,MICRO_CORR_1,Micro-corrugado,Farmacéutico,49,0.7,34.26,904,0,0,Micro-corrugado - MICRO_CORR_1
2021-10-13,MICRO_CORR_1,Micro-corrugado,Farmacéutico,46,0.7,31.91,1254,0,0,Micro-corrugado - MICRO_CORR_1
2021-10-14,MICRO_CORR_1,Micro-corrugado,Farmacéutico,41,0.7,28.64,1783,0,0,Micro-corrugado - MICRO_CORR_1
2021-10-15,MICRO_CORR_1,Micro-corrugado,Farmacéutico,37,0.7,25.97,567,0,0,Micro-corrugado - MICRO_CORR_1
2021-10-16,MICRO_CORR_1,Micro-corrugado,Farmacéutico,29,0.7,20.48,1434,0,0,Micro-corrugado - MICRO_CORR_1
2021-10-17,MICRO_CORR_1,Micro-corrugado,Farmacéutico,36,0.7,24.93,1420,0,0,Micro-corrugado - MICRO_CORR_1
2021-10-18,MICRO_CORR_1,Micro-corrugado,Farmacéutico,45,0.7,31.5,965,0,0,Micro-corrugado - MICRO_CORR_1
2021-10-19,MICRO_CORR_1,Micro-corrugado,Farmacéutico,48,0.7,33.36,1207,0,0,Micro-corrugado - MICRO_CORR_1
2021-10-20,MICRO_CORR_1,Micro-corrugado,Farmacéutico,43,0.7,29.8,627,0,0,Micro-corrugado - MICRO_CORR_1
2021-10-21,MICRO_CORR_1,Micro-corrugado,Farmacéutico,48,0.7,33.26,1679,0,0,Micro-corrugado - MICRO_CORR_1
2021-10-22,MICRO_CORR_1,Micro-corrugado,Farmacéutico,43,0.7,30.24,1712,0,0,Micro-corrugado - MICRO_CORR_1
2021-10-23,MICRO_CORR_1,Micro-corrugado,Farmacéutico,38,0.7,26.56,1567,0,0,Micro-corrugado - MICRO_CORR_1
2021-10-24,MICRO_CORR_1,Micro-corrugado,Farmacéutico,37,0.7,25.91,1133,0,0,Micro-corrugado - MICRO_CORR_1
2021-10-25,MICRO_CORR_1,Micro-corrugado,Farmacéutico,64,0.7,44.91,1151,0,0,Micro-corrugado - MICRO_CORR_1
2021-10-26,MICRO_CORR_1,Micro-corrugado,Farmacéutico,82,0.7,57.09,1701,0,0,Micro-corrugado - MICRO_CORR_1
2021-10-27,MICRO_CORR_1,Micro-corrugado,Farmacéutico,72,0.7,50.26,1498,0,0,Micro-corrugado - MICRO_CORR_1
2021-10-28,MICRO_CORR_1,Micro-corrugado,Farmacéutico,68,0.7,47.6,1351,0,0,Micro-corrugado - MICRO_CORR_1
2021-10-29,MICRO_CORR_1,Micro-corrugado,Farmacéutico,57,0.7,40.05,1897,0,0,Micro-corrugado - MICRO_CORR_1
2021-10-30,MICRO_CORR_1,Micro-corrugado,Farmacéutico,44,0.7,30.89,561,0,0,Micro-corrugado - MICRO_CORR_1
2021-10-31,MICRO_CORR_1,Micro-corrugado,Farmacéutico,58,0.7,40.84,1409,0,1,Micro-corrugado - MICRO_CORR_1
2021-11-01,MICRO_CORR_1,Micro-corrugado,Farmacéutico,55,0.7,38.66,1490,0,0,Micro-corrugado - MICRO_CORR_1
2021-11-02,MICRO_CORR_1,Micro-corrugado,Farmacéutico,47,0.7,33.11,1398,0,0,Micro-corrugado - MICRO_CORR_1
2021-11-03,MICRO_CORR_1,Micro-corrugado,Farmacéutico,37,0.7,26.12,1948,0,0,Micro-corrugado - MICRO_CORR_1
2021-11-04,MICRO_CORR_1,Micro-corrugado,Farmacéutico,45,0.7,31.53,1789,0,0,Micro-corrugado - MICRO_CORR_1
2021-11-05,MICRO_CORR_1,Micro-corrugado,Farmacéutico,46,0.7,32.0,832,0,0,Micro-corrugado - MICRO_CORR_1
2021-11-06,MICRO_CORR_1,Micro-corrugado,Farmacéutico,47,0.7,33.03,1429,0,0,Micro-corrugado - MICRO_CORR_1
2021-11-07,MICRO_CORR_1,Micro-corrugado,Farmacéutico,45,0.7,31.65,1008,0,0,Micro-corrugado - MICRO_CORR_1
2021-11-08,MICRO_CORR_1,Micro-corrugado,Farmacéutico,58,0.7,40.92,1609,0,0,Micro-corrugado - MICRO_CORR_1
2021-11-09,MICRO_CORR_1,Micro-corrugado,Farmacéutico,83,0.7,58.45,1116,0,1,Micro-corrugado - MICRO_CORR_1
2021-11-10,MICRO_CORR_1,Micro-corrugado,Farmacéutico,65,0.7,45.51,783,0,0,Micro-corrugado - MICRO_CORR_1
2021-11-11,MICRO_CORR_1,Micro-corrugado,Farmacéutico,59,0.7,41.54,997,0,0,Micro-corrugado - MICRO_CORR_1
2021-11-12,MICRO_CORR_1,Micro-corrugado,Farmacéutico,68,0.7,47.78,1140,0,0,Micro-corrugado - MICRO_CORR_1
2021-11-13,MICRO_CORR_1,Micro-corrugado,Farmacéutico,50,0.7,34.87,1926,0,1,Micro-corrugado - MICRO_CORR_1
2021-11-14,MICRO_CORR_1,Micro-corrugado,Farmacéutico,31,0.7,21.6,933,0,0,Micro-corrugado - MICRO_CORR_1
2021-11-15,MICRO_CORR_1,Micro-corrugado,Farmacéutico,62,0.7,43.56,1076,0,0,Micro-corrugado - MICRO_CORR_1
2021-11-16,MICRO_CORR_1,Micro-corrugado,Farmacéutico,51,0.7,36.0,1616,0,0,Micro-corrugado - MICRO_CORR_1
2021-11-17,MICRO_CORR_1,Micro-corrugado,Farmacéutico,47,0.7,32.73,1583,0,0,Micro-corrugado - MICRO_CORR_1
2021-11-18,MICRO_CORR_1,Micro-corrugado,Farmacéutico,73,0.7,50.84,806,0,0,Micro-corrugado - MICRO_CORR_1
2021-11-19,MICRO_CORR_1,Micro-corrugado,Farmacéutico,66,0.7,46.18,1997,0,0,Micro-corrugado - MICRO_CORR_1
2021-11-20,MICRO_CORR_1,Micro-corrugado,Farmacéutico,38,0.7,26.4,544,0,0,Micro-corrugado - MICRO_CORR_1
2021-11-21,MICRO_CORR_1,Micro-corrugado,Farmacéutico,34,0.7,24.06,1088,0,0,Micro-corrugado - MICRO_CORR_1
2021-11-22,MICRO_CORR_1,Micro-corrugado,Farmacéutico,50,0.7,35.07,1232,0,0,Micro-corrugado - MICRO_CORR_1
2021-11-23,MICRO_CORR_1,Micro-corrugado,Farmacéutico,51,0.7,35.43,726,0,0,Micro-corrugado - MICRO_CORR_1
2021-11-24,MICRO_CORR_1,Micro-corrugado,Farmacéutico,48,0.7,33.71,761,0,0,Micro-corrugado - MICRO_CORR_1
2021-11-25,MICRO_CORR_1,Micro-corrugado,Farmacéutico,53,0.7,37.21,812,0,0,Micro-corrugado - MICRO_CORR_1
2021-11-26,MICRO_CORR_1,Micro-corrugado,Farmacéutico,54,0.7,37.6,514,0,0,Micro-corrugado - MICRO_CORR_1
2021-11-27,MICRO_CORR_1,Micro-corrugado,Farmacéutico,35,0.7,24.29,1951,0,0,Micro-corrugado - MICRO_CORR_1
2021-11-28,MICRO_CORR_1,Micro-corrugado,Farmacéutico,27,0.7,18.75,973,0,0,Micro-corrugado - MICRO_CORR_1
2021-11-29,MICRO_CORR_1,Micro-corrugado,Farmacéutico,34,0.7,24.01,1950,0,0,Micro-corrugado - MICRO_CORR_1
2021-11-30,MICRO_CORR_1,Micro-corrugado,Farmacéutico,44,0.7,31.11,740,0,0,Micro-corrugado - MICRO_CORR_1
2021-12-01,MICRO_CORR_1,Micro-corrugado,Farmacéutico,61,0.7,42.9,1558,0,0,Micro-corrugado - MICRO_CORR_1
2021-12-02,MICRO_CORR_1,Micro-corrugado,Farmacéutico,55,0.7,38.2,1299,0,0,Micro-corrugado - MICRO_CORR_1
2021-12-03,MICRO_CORR_1,Micro-corrugado,Farmacéutico,64,0.7,44.61,1727,0,0,Micro-corrugado - MICRO_CORR_1
2021-12-04,MICRO_CORR_1,Micro-corrugado,Farmacéutico,49,0.7,34.08,1239,0,0,Micro-corrugado - MICRO_CORR_1
2021-12-05,MICRO_CORR_1,Micro-corrugado,Farmacéutico,57,0.7,39.89,1149,0,0,Micro-corrugado - MICRO_CORR_1
2021-12-06,MICRO_CORR_1,Micro-corrugado,Farmacéutico,83,0.7,57.98,1655,0,0,Micro-corrugado - MICRO_CORR_1
2021-12-07,MICRO_CORR_1,Micro-corrugado,Farmacéutico,74,0.7,51.49,950,0,0,Micro-corrugado - MICRO_CORR_1
2021-12-08,MICRO_CORR_1,Micro-corrugado,Farmacéutico,54,0.7,38.13,1909,0,0,Micro-corrugado - MICRO_CORR_1
2021-12-09,MICRO_CORR_1,Micro-corrugado,Farmacéutico,59,0.7,41.1,525,0,0,Micro-corrugado - MICRO_CORR_1
2021-12-10,MICRO_CORR_1,Micro-corrugado,Farmacéutico,56,0.7,39.01,1074,0,0,Micro-corrugado - MICRO_CORR_1
2021-12-11,MICRO_CORR_1,Micro-corrugado,Farmacéutico,31,0.7,21.54,720,0,0,Micro-corrugado - MICRO_CORR_1
2021-12-12,MICRO_CORR_1,Micro-corrugado,Farmacéutico,32,0.7,22.28,933,0,0,Micro-corrugado - MICRO_CORR_1
2021-12-13,MICRO_CORR_1,Micro-corrugado,Farmacéutico,48,0.7,33.57,1314,0,0,Micro-corrugado - MICRO_CORR_1
2021-12-14,MICRO_CORR_1,Micro-corrugado,Farmacéutico,59,0.7,41.54,1200,0,0,Micro-corrugado - MICRO_CORR_1
2021-12-15,MICRO_CORR_1,Micro-corrugado,Farmacéutico,45,0.7,31.84,797,0,0,Micro-corrugado - MICRO_CORR_1
2021-12-16,MICRO_CORR_1,Micro-corrugado,Farmacéutico,47,0.7,32.64,1391,0,0,Micro-corrugado - MICRO_CORR_1
2021-12-17,MICRO_CORR_1,Micro-corrugado,Farmacéutico,62,0.7,43.31,542,0,0,Micro-corrugado - MICRO_CORR_1
2021-12-18,MICRO_CORR_1,Micro-corrugado,Farmacéutico,28,0.7,19.56,914,0,0,Micro-corrugado - MICRO_CORR_1
2021-12-19,MICRO_CORR_1,Micro-corrugado,Farmacéutico,51,0.7,35.97,726,0,0,Micro-corrugado - MICRO_CORR_1
2021-12-20,MICRO_CORR_1,Micro-corrugado,Farmacéutico,50,0.7,34.78,1231,0,0,Micro-corrugado - MICRO_CORR_1
2021-12-21,MICRO_CORR_1,Micro-corrugado,Farmacéutico,44,0.7,30.69,991,0,0,Micro-corrugado - MICRO_CORR_1
2021-12-22,MICRO_CORR_1,Micro-corrugado,Farmacéutico,45,0.7,31.49,1391,0,0,Micro-corrugado - MICRO_CORR_1
2021-12-23,MICRO_CORR_1,Micro-corrugado,Farmacéutico,49,0.7,34.39,1938,0,0,Micro-corrugado - MICRO_CORR_1
2021-12-24,MICRO_CORR_1,Micro-corrugado,Farmacéutico,74,0.7,52.13,1619,0,0,Micro-corrugado - MICRO_CORR_1
2021-12-25,MICRO_CORR_1,Micro-corrugado,Farmacéutico,47,0.7,32.72,1457,0,0,Micro-corrugado - MICRO_CORR_1
2021-12-26,MICRO_CORR_1,Micro-corrugado,Farmacéutico,38,0.7,26.58,633,0,0,Micro-corrugado - MICRO_CORR_1
2021-12-27,MICRO_CORR_1,Micro-corrugado,Farmacéutico,59,0.7,40.97,1172,0,0,Micro-corrugado - MICRO_CORR_1
2021-12-28,MICRO_CORR_1,Micro-corrugado,Farmacéutico,51,0.7,35.41,1753,0,0,Micro-corrugado - MICRO_CORR_1
2021-12-29,MICRO_CORR_1,Micro-corrugado,Farmacéutico,57,0.7,39.89,999,0,0,Micro-corrugado - MICRO_CORR_1
2021-12-30,MICRO_CORR_1,Micro-corrugado,Farmacéutico,50,0.7,34.96,1704,0,0,Micro-corrugado - MICRO_CORR_1
2021-12-31,MICRO_CORR_1,Micro-corrugado,Farmacéutico,55,0.7,38.47,917,0,0,Micro-corrugado - MICRO_CORR_1
2022-01-01,MICRO_CORR_1,Micro-corrugado,Farmacéutico,33,0.7,23.16,989,0,0,Micro-corrugado - MICRO_CORR_1
2022-01-02,MICRO_CORR_1,Micro-corrugado,Farmacéutico,39,0.7,26.96,1108,0,0,Micro-corrugado - MICRO_CORR_1
2022-01-03,MICRO_CORR_1,Micro-corrugado,Farmacéutico,53,0.7,37.08,1047,0,0,Micro-corrugado - MICRO_CORR_1
2022-01-04,MICRO_CORR_1,Micro-corrugado,Farmacéutico,60,0.7,42.13,1344,0,0,Micro-corrugado - MICRO_CORR_1
2022-01-05,MICRO_CORR_1,Micro-corrugado,Farmacéutico,68,0.7,47.55,1153,0,0,Micro-corrugado - MICRO_CORR_1
2022-01-06,MICRO_CORR_1,Micro-corrugado,Farmacéutico,61,0.7,42.81,771,0,0,Micro-corrugado - MICRO_CORR_1
2022-01-07,MICRO_CORR_1,Micro-corrugado,Farmacéutico,62,0.7,43.63,1967,0,0,Micro-corrugado - MICRO_CORR_1
2022-01-08,MICRO_CORR_1,Micro-corrugado,Farmacéutico,33,0.7,23.37,1004,0,0,Micro-corrugado - MICRO_CORR_1
2022-01-09,MICRO_CORR_1,Micro-corrugado,Farmacéutico,40,0.7,28.02,1564,0,0,Micro-corrugado - MICRO_CORR_1
2022-01-10,MICRO_CORR_1,Micro-corrugado,Farmacéutico,54,0.7,37.47,1011,0,0,Micro-corrugado - MICRO_CORR_1
2022-01-11,MICRO_CORR_1,Micro-corrugado,Farmacéutico,59,0.7,41.57,1534,0,0,Micro-corrugado - MICRO_CORR_1
2022-01-12,MICRO_CORR_1,Micro-corrugado,Farmacéutico,58,0.7,40.79,805,0,0,Micro-corrugado - MICRO_CORR_1
2022-01-13,MICRO_CORR_1,Micro-corrugado,Farmacéutico,49,0.7,34.21,1686,0,0,Micro-corrugado - MICRO_CORR_1
2022-01-14,MICRO_CORR_1,Micro-corrugado,Farmacéutico,54,0.7,37.72,1755,0,0,Micro-corrugado - MICRO_CORR_1
2022-01-15,MICRO_CORR_1,Micro-corrugado,Farmacéutico,34,0.7,23.76,601,0,0,Micro-corrugado - MICRO_CORR_1
2022-01-16,MICRO_CORR_1,Micro-corrugado,Farmacéutico,47,0.7,32.59,1938,0,0,Micro-corrugado - MICRO_CORR_1
2022-01-17,MICRO_CORR_1,Micro-corrugado,Farmacéutico,47,0.7,32.71,941,0,0,Micro-corrugado - MICRO_CORR_1
2022-01-18,MICRO_CORR_1,Micro-corrugado,Farmacéutico,50,0.7,35.12,1827,0,0,Micro-corrugado - MICRO_CORR_1
2022-01-19,MICRO_CORR_1,Micro-corrugado,Farmacéutico,58,0.7,40.84,1801,0,0,Micro-corrugado - MICRO_CORR_1
2022-01-20,MICRO_CORR_1,Micro-corrugado,Farmacéutico,56,0.7,39.27,1466,0,0,Micro-corrugado - MICRO_CORR_1
2022-01-21,MICRO_CORR_1,Micro-corrugado,Farmacéutico,55,0.7,38.43,1572,0,0,Micro-corrugado - MICRO_CORR_1
2022-01-22,MICRO_CORR_1,Micro-corrugado,Farmacéutico,34,0.7,23.67,1588,0,0,Micro-corrugado - MICRO_CORR_1
2022-01-23,MICRO_CORR_1,Micro-corrugado,Farmacéutico,44,0.7,30.85,847,0,0,Micro-corrugado - MICRO_CORR_1
2022-01-24,MICRO_CORR_1,Micro-corrugado,Farmacéutico,51,0.7,35.89,1504,0,0,Micro-corrugado - MICRO_CORR_1
2022-01-25,MICRO_CORR_1,Micro-corrugado,Farmacéutico,61,0.7,42.84,1022,0,0,Micro-corrugado - MICRO_CORR_1
2022-01-26,MICRO_CORR_1,Micro-corrugado,Farmacéutico,59,0.7,41.34,1316,0,0,Micro-corrugado - MICRO_CORR_1
2022-01-27,MICRO_CORR_1,Micro-corrugado,Farmacéutico,52,0.7,36.07,1366,0,0,Micro-corrugado - MICRO_CORR_1
2022-01-28,MICRO_CORR_1,Micro-corrugado,Farmacéutico,65,0.7,45.32,1137,0,0,Micro-corrugado - MICRO_CORR_1
2022-01-29,MICRO_CORR_1,Micro-corrugado,Farmacéutico,40,0.7,27.95,1082,0,0,Micro-corrugado - MICRO_CORR_1
2022-01-30,MICRO_CORR_1,Micro-corrugado,Farmacéutico,31,0.7,21.64,1402,0,0,Micro-corrugado - MICRO_CORR_1
2022-01-31,MICRO_CORR_1,Micro-corrugado,Farmacéutico,38,0.7,26.95,763,0,0,Micro-corrugado - MICRO_CORR_1
2022-02-01,MICRO_CORR_1,Micro-corrugado,Farmacéutico,42,0.7,29.26,1121,0,0,Micro-corrugado - MICRO_CORR_1
2022-02-02,MICRO_CORR_1,Micro-corrugado,Farmacéutico,48,0.7,33.77,1604,0,0,Micro-corrugado - MICRO_CORR_1
2022-02-03,MICRO_CORR_1,Micro-corrugado,Farmacéutico,60,0.7,41.88,1573,0,0,Micro-corrugado - MICRO_CORR_1
2022-02-04,MICRO_CORR_1,Micro-corrugado,Farmacéutico,54,0.7,37.88,1198,0,0,Micro-corrugado - MICRO_CORR_1
2022-02-05,MICRO_CORR_1,Micro-corrugado,Farmacéutico,50,0.7,35.06,1203,0,0,Micro-corrugado - MICRO_CORR_1
2022-02-06,MICRO_CORR_1,Micro-corrugado,Farmacéutico,50,0.7,35.27,1476,0,0,Micro-corrugado - MICRO_CORR_1
2022-02-07,MICRO_CORR_1,Micro-corrugado,Farmacéutico,73,0.7,51.41,593,0,0,Micro-corrugado - MICRO_CORR_1
2022-02-08,MICRO_CORR_1,Micro-corrugado,Farmacéutico,80,0.7,55.85,506,0,0,Micro-corrugado - MICRO_CORR_1
2022-02-09,MICRO_CORR_1,Micro-corrugado,Farmacéutico,71,0.7,49.87,1986,0,0,Micro-corrugado - MICRO_CORR_1
2022-02-10,MICRO_CORR_1,Micro-corrugado,Farmacéutico,65,0.7,45.52,930,0,0,Micro-corrugado - MICRO_CORR_1
2022-02-11,MICRO_CORR_1,Micro-corrugado,Farmacéutico,65,0.7,45.43,1703,0,0,Micro-corrugado - MICRO_CORR_1
2022-02-12,MICRO_CORR_1,Micro-corrugado,Farmacéutico,45,0.7,31.66,1406,0,0,Micro-corrugado - MICRO_CORR_1
2022-02-13,MICRO_CORR_1,Micro-corrugado,Farmacéutico,37,0.7,26.14,1212,0,0,Micro-corrugado - MICRO_CORR_1
2022-02-14,MICRO_CORR_1,Micro-corrugado,Farmacéutico,66,0.7,46.24,724,0,0,Micro-corrugado - MICRO_CORR_1
2022-02-15,MICRO_CORR_1,Micro-corrugado,Farmacéutico,65,0.7,45.71,579,0,0,Micro-corrugado - MICRO_CORR_1
2022-02-16,MICRO_CORR_1,Micro-corrugado,Farmacéutico,56,0.7,39.01,1915,0,0,Micro-corrugado - MICRO_CORR_1
2022-02-17,MICRO_CORR_1,Micro-corrugado,Farmacéutico,56,0.7,39.12,1580,0,0,Micro-corrugado - MICRO_CORR_1
2022-02-18,MICRO_CORR_1,Micro-corrugado,Farmacéutico,60,0.7,41.82,1170,0,0,Micro-corrugado - MICRO_CORR_1
2022-02-19,MICRO_CORR_1,Micro-corrugado,Farmacéutico,45,0.7,31.41,900,0,0,Micro-corrugado - MICRO_CORR_1
2022-02-20,MICRO_CORR_1,Micro-corrugado,Farmacéutico,43,0.7,30.06,1947,0,0,Micro-corrugado - MICRO_CORR_1
2022-02-21,MICRO_CORR_1,Micro-corrugado,Farmacéutico,40,0.7,27.78,943,0,0,Micro-corrugado - MICRO_CORR_1
2022-02-22,MICRO_CORR_1,Micro-corrugado,Farmacéutico,41,0.7,28.95,873,0,0,Micro-corrugado - MICRO_CORR_1
2022-02-23,MICRO_CORR_1,Micro-corrugado,Farmacéutico,48,0.7,33.92,1910,0,0,Micro-corrugado - MICRO_CORR_1
2022-02-24,MICRO_CORR_1,Micro-corrugado,Farmacéutico,46,0.7,32.13,1321,0,0,Micro-corrugado - MICRO_CORR_1
2022-02-25,MICRO_CORR_1,Micro-corrugado,Farmacéutico,59,0.7,41.42,574,0,0,Micro-corrugado - MICRO_CORR_1
2022-02-26,MICRO_CORR_1,Micro-corrugado,Farmacéutico,34,0.7,23.62,1074,0,0,Micro-corrugado - MICRO_CORR_1
2022-02-27,MICRO_CORR_1,Micro-corrugado,Farmacéutico,31,0.7,21.67,1805,0,0,Micro-corrugado - MICRO_CORR_1
2022-02-28,MICRO_CORR_1,Micro-corrugado,Farmacéutico,50,0.7,35.07,1702,0,0,Micro-corrugado - MICRO_CORR_1
2022-03-01,MICRO_CORR_1,Micro-corrugado,Farmacéutico,78,0.7,54.89,592,0,0,Micro-corrugado - MICRO_CORR_1
2022-03-02,MICRO_CORR_1,Micro-corrugado,Farmacéutico,88,0.7,61.44,505,0,0,Micro-corrugado - MICRO_CORR_1
2022-03-03,MICRO_CORR_1,Micro-corrugado,Farmacéutico,89,0.7,61.98,1479,0,0,Micro-corrugado - MICRO_CORR_1
